141,1,0.6209881988004041
141,-1,0.15530771159668844
143,1,0.6204663860428634
143,-1,0.15541148017640352
145,1,0.6200828942766548
145,-1,0.155634462706764
147,1,0.6199393673356848
147,-1,0.15556171597971402
149,1,0.6200310622362438
149,-1,0.15566902632144383
151,1,0.6198956557266109
151,-1,0.155610955491715
153,1,0.6216234194344613
153,-1,0.15579940648137522
155,1,0.6215126939902832
155,-1,0.15587021008642046
157,1,0.6214606976598105
157,-1,0.1558665285767956
159,1,0.6212146581224532
159,-1,0.15601835563548624
162,1,0.6214521293463996
162,-1,0.15635709295012368
165,1,0.6216920710635617
165,-1,0.15790403237904446
168,1,0.6220515848972133
168,-1,0.15777514271299695
171,1,0.6229576342124776
171,-1,0.1575188964583512
174,1,0.6233954513553752
174,-1,0.15781471405707978
177,1,0.6237381050681071
177,-1,0.15779103209247297
180,1,0.6336040860439249
180,-1,0.15792711598701978
183,1,0.6336037311822905
183,-1,0.15815251093338453
186,1,0.6298659424220079
186,-1,0.16308303605604557
189,1,0.6273567763835048
189,-1,0.16357206981625744
192,1,0.6253231418636449
192,-1,0.16212257107600783
195,1,0.6233628652389257
195,-1,0.16192143094587536
198,1,0.6215840506674897
198,-1,0.16144405580997548
201,1,0.6200009465422908
201,-1,0.1609535315388079
204,1,0.6188875632225461
204,-1,0.16091073162511754
207,1,0.6172270844026789
207,-1,0.1606757119255299
210,1,0.6157745981993267
210,-1,0.16056988959108784
213,1,0.6145432595005705
213,-1,0.16085020702722896
216,1,0.6133008024405544
216,-1,0.16122221685999372
219,1,0.6122724433651704
219,-1,0.16216634997097448
222,1,0.611266532261007
222,-1,0.16253505334102733
225,1,0.6102995188285365
225,-1,0.16282129360684255
228,1,0.6093701961959447
228,-1,0.16419072220077263
231,1,0.6087994022388522
231,-1,0.16419900228171908
234,1,0.6082539980668532
234,-1,0.16447443529369019
237,1,0.6074643161816773
237,-1,0.16485780043118656
240,1,0.6067307004212
240,-1,0.16508246439295343
243,1,0.6060989815378186
243,-1,0.16559984570885608
246,1,0.6055807879902091
246,-1,0.16619843724655212
249,1,0.6051720831937155
249,-1,0.16684913586383096
252,1,0.6047993456853514
252,-1,0.16743977509160268
255,1,0.6044244440333467
255,-1,0.16813348613159754
258,1,0.6041506820724146
258,-1,0.1698942543445155
261,1,0.6049724888003473
261,-1,0.1700385470011133
264,1,0.605171143130065
264,-1,0.170919726101885
267,1,0.6044529914400218
267,-1,0.17151317150241127
270,1,0.6048256935659981
270,-1,0.17222446290752816
273,1,0.6049967488395089
273,-1,0.17303618843559176
276,1,0.6042587996878748
276,-1,0.17570120908189518
279,1,0.6036809331808906
279,-1,0.1760160781721149
282,1,0.6033807478971497
282,-1,0.1764752786954096
285,1,0.6030274439038011
285,-1,0.17687029789379344
288,1,0.6026773900224162
288,-1,0.17844974435914615
291,1,0.6023384098099925
291,-1,0.17887394322612388
294,1,0.6033175949836782
294,-1,0.17945433329078483
297,1,0.6028550986176983
297,-1,0.1799216870291311
