id,occupancy_rate_reviews,occupancy_rate_calendar,is_review_recent_z_score,Predicted Discrepency,Calendar Weight,Review Weight,Occupancy Rate Final,Occupancy Confidence
2595,0.1405381641,0,1.2813141684,0.3199675482,0.6800324518,0.8593429158,0.0784542083,1.5393753676
3831,0.4748109344,0.7092351102,0.6163449692,0.3722889993,0.6277110007,1,0.5652143499,1.6277110007
5099,0.1445998915,0,2.3648459959,0.1625434283,0.8374565717,0.3175770021,0.0397578054,1.1550335738
5121,0.5785801011,0,0.8988911704,0.3199675482,0.6800324518,1,0.344386265,1.6800324518
5178,0.381385371,0.3897963853,1.7396303901,0.1384727122,0.8615272878,0.6301848049,0.3862430901,1.4917120927
5203,0.1719832463,0,28.598932238,0.1625434283,0.8374565717,0,0,0.8374565717
5238,0.1993666011,0.45039274,8.2615195072,0.2904142688,0.7095857312,0,0.45039274,0.7095857312
5441,0.2243337775,-0.6,0.1557289528,0.8352395563,0.1647604437,1,0.1926007865,1.1647604437
5803,0.2050043506,0,0.7043942505,0.3152013942,0.6847986058,1,0.1216788463,1.6847986058
6021,0.1727886391,0.6222222222,2.0073921971,0.330595583,0.669404417,0.4963039014,0.4308744921,1.1657083184
6090,3.2061084077,0.2,3.2358110883,0.1992532718,0.8007467282,0,0.2,0.8007467282
6848,0.2050043506,-0.2,2.2452566735,0.4988788656,0.5011211344,0.3773716632,0.0880631383,0.8784927976
7097,0.241247026,0.7333333333,1.3526078029,0.4356551866,0.5643448134,0.8236960986,0.4413177537,1.388040912
7726,0.4490383652,0,2.1535934292,0.3176391206,0.6823608794,0.4232032854,0.1718891743,1.1055641648
7750,,1,999,0.6698258303,0.3301741697,0,1,0.3301741697
7801,0.1027194666,1,6.8257905544,0.6892321517,0.3107678483,0,1,0.3107678483
8024,0.1905072804,-0.888888889,0.2286652977,1.1778317183,0,1,0.1905072804,1
8110,0.1478214627,0.6666666667,0.8693223819,0.3631200464,0.6368799536,1,0.3496946109,1.6368799536
8490,0.1663454968,0.9777777778,1.2714579055,0.6337266142,0.3662733858,0.8642710472,0.4078695254,1.230544433
8700,,0,999,0.1625434283,0.8374565717,0,0,0.8374565717
9657,0.1180219295,-1,0.7944147844,1.2687678809,0,1,0.1180219295,1
9668,0.2621872385,0,4.3104722793,0.3199675482,0.6800324518,0,0,0.6800324518
9704,0.2098367073,0.1333333333,4.3696098563,0.2013616809,0.7986383191,0,0.1333333333,0.7986383191
9783,0.2855436293,0,6.0734291581,0.3199675482,0.6800324518,0,0,0.6800324518
10452,0.1478214627,1,2.5458726899,0.7063074883,0.2936925117,0.227063655,0.6284273029,0.5207561667
10962,0.2098367073,0,4.2316221766,0.3167795569,0.6832204431,0,0,0.6832204431
11708,0.2646034169,-0.155555556,0.6833675565,0.4727768892,0.5272231108,1,0.1732578659,1.5272231108
11943,,0,999,0.3199675482,0.6800324518,0,0,0.6800324518
12048,0.2380254549,0.6726149623,5.2320328542,0.5095454836,0.4904545164,0,0.6726149623,0.4904545164
12192,0.2637980241,0,5.3726488706,0.3121567213,0.6878432787,0,0,0.6878432787
12343,0.1828212855,0.2,1.9150718686,0.1771805871,0.8228194129,0.5424640657,0.1931744319,1.3652834786
12627,0.2898853119,0,0.9974537988,0.332075898,0.667924102,1,0.1738000617,1.667924102
12937,0.2855436293,-0.2,0,0.5303922382,0.4696077618,1,0.1942992115,1.4696077618
12940,0.1519898428,0,0.9054620123,0.303462875,0.696537125,1,0.0895882799,1.696537125
13050,0.1051356449,0,0.7030800821,0.1625434283,0.8374565717,1,0.0572180298,1.8374565717
13394,0.1897018876,1,4.1560574949,0.6593840911,0.3406159089,0,1,0.3406159089
13808,0.192118066,0.9215282544,0.5039835729,0.5999297905,0.4000702095,1,0.400547104,1.4000702095
14287,0.1582915689,0.6966369252,0.0998767967,0.4366092919,0.5633907081,1,0.352292192,1.5633907081
14290,0.1574861761,-0.066666667,0,0.416984094,0.583015906,1,0.0994848981,1.583015906
14314,0.3451426956,0.2550598643,1.2142915811,0.154123948,0.845876052,0.8928542094,0.3013182385,1.7387302615
14322,0.1246819936,1,0.2966735113,0.6711414067,0.3288585933,1,0.3413008647,1.3288585933
14377,0.7986209097,0.6966369252,0.5680492813,0.4070961409,0.5929038591,1,0.7606608673,1.5929038591
14468,0.150237641,1,5.5293634497,0.6547151896,0.3452848104,0,1,0.3452848104
14991,0.1099680017,0,1.419301848,0.3199675482,0.6800324518,0.790349076,0.0591092222,1.4703815278
15220,0.3080946274,0.8666666667,1.6354825462,0.5590360016,0.4409639984,0.6822587269,0.5273834241,1.1232227253
15341,0.1228542863,-0.977777778,1.3457084189,1.1791079421,0,0.8271457906,0.1228542863,0.8271457906
15385,0.1301028214,0.9997712194,0.0673511294,0.6100509615,0.3899490385,1,0.374087562,1.3899490385
15396,2.9795916863,-1,1.6841067762,1.2671185682,0,0.6579466119,2.9795916863,0.6579466119
15711,0.1494322483,0.7456112255,0.3630390144,0.4307904865,0.5692095135,1,0.3656881036,1.5692095135
15729,0.2137405605,0,6.8786858316,0.3199675482,0.6800324518,0,0,0.6800324518
16326,0.9458567786,1,1.6229979466,0.6960159559,0.3039840441,0.6885010267,0.9624400763,0.9924850708
16338,0.125562892,1,6.2521560575,0.6880920939,0.3119079061,0,1,0.3119079061
16421,0.2453650691,0.684740334,1.8168377823,0.3244155394,0.6755844606,0.5915811088,0.4796163055,1.2671655694
16458,0.1075518233,0,3.7200821355,0.1625434283,0.8374565717,0,0,0.8374565717
16580,0.4933349685,0,2.2629979466,0.3549318075,0.6450681925,0.3685010267,0.1793606583,1.0135692192
16595,0.2162798496,0,1.1183572895,0.3199675482,0.6800324518,0.9408213552,0.1255392068,1.620853807
16821,0.2001719939,0.4888888889,1.7662422998,0.2197257303,0.7802742697,0.6168788501,0.3614129926,1.3971531198
16974,0.2348038837,0.9375428964,2.0786858316,0.5947090494,0.4052909506,0.4606570842,0.5637078722,0.8659480348
17037,0.1309082141,0,1.5316632444,0.3557047374,0.6442952626,0.7341683778,0.069721586,1.3784636404
17693,0.2243337775,0,3.426036961,0.3199675482,0.6800324518,0,0,0.6800324518
17747,0.1816479598,1,1.4488706366,0.661965674,0.338034326,0.7755646817,0.4300597116,1.1135990077
18127,0.1115787872,1,2.4009856263,0.6556175547,0.3443824453,0.2995071869,0.5867482175,0.6438896321
18195,0.1211584002,1,0.3127720739,0.6753824434,0.3246175566,1,0.3365318197,1.3246175566
18590,0.1993666011,-0.8,1.0431211499,1.1092051453,0,0.9784394251,0.1993666011,0.9784394251
18728,0.2323877054,0.366796309,3.1461190965,0.1495237044,0.8504762956,0,0.366796309,0.8504762956
19159,0.6535922688,0.8792038435,3.057412731,0.5695730948,0.4304269052,0,0.8792038435,0.4304269052
19169,0.1486268555,0,0.8410677618,0.3140761736,0.6859238264,1,0.0881575153,1.6859238264
19282,0.1091626089,0,1.0201232033,0.1625434283,0.8374565717,0.9899383984,0.0591356877,1.8273949701
19601,0.1156057512,0,9.725174538,0.2104596884,0.7895403116,0,0,0.7895403116
20300,0.1003032882,0,1.9173716632,0.1625434283,0.8374565717,0.5413141684,0.0393797094,1.3787707401
20717,0.1381567492,0.8890414093,0.0502669405,0.6439426168,0.3560573832,1,0.3353150926,1.3560573832
20724,0.1228542863,1,0.9882546201,0.6651333258,0.3348666742,1,0.3428963875,1.3348666742
20734,0.3797745855,0,0,0.350650639,0.649349361,1,0.230257212,1.649349361
20755,0.1246819936,1,0.9590143737,0.6849198262,0.3150801738,1,0.3343995113,1.3150801738
20853,0.3978302367,1,1.5080082136,0.670748179,0.329251821,0.7459958932,0.5822207622,1.0752477143
20913,0.2154744568,0,27.528542094,0.1625434283,0.8374565717,0,0,0.8374565717
21293,0.1856749237,-0.666666667,2.9273100616,0.9409627321,0.0590372679,0.0363449692,0.0707505882,0.0953822371
21456,0.7117894998,0,4.9149897331,0.2840974491,0.7159025509,0,0,0.7159025509
21644,0.1115787872,0,0.6741683778,0.3199675482,0.6800324518,1,0.0664146619,1.6800324518
21794,0.1326100789,0.2,0.236550308,0.1997729246,0.8002270754,1,0.1625658774,1.8002270754
22911,0.208367338,1,17.988336756,0.6833159916,0.3166840084,0,1,0.3166840084
23135,0.2726573447,0.5777777778,4.2257084189,0.2795289903,0.7204710097,0,0.5777777778,0.7204710097
23686,0.1405729276,-0.8,0.7628747433,1.1268704472,0,1,0.1405729276,1
24143,0.3338671966,-0.466666667,3.4772895277,0.8050048016,0.1949951984,0,0,0.1949951984
24285,0.7344411719,-0.021276596,11.3537577,0.338726012,0.661273988,0,0,0.661273988
25235,0.2114474929,1,1.7728131417,0.6663248183,0.3336751817,0.6135934292,0.4892149583,0.9472686108
25406,0.5909805817,0,7.4158521561,0.1625434283,0.8374565717,0,0,0.8374565717
25696,0.2323877054,0.2,2.3181930185,0.197635841,0.802364159,0.3409034908,0.2096574777,1.1432676497
26012,0.5268008439,0,1.2297330595,0.2759423828,0.7240576172,0.8851334702,0.2897661208,1.6091910874
26362,0.3467534812,0.9777777778,2.0369609856,0.6333075755,0.3666924245,0.4815195072,0.6195530264,0.8482119317
26520,0.1196327151,1,0.3771663244,0.7167638208,0.2832361792,1,0.313947581,1.2832361792
26559,0.1167539084,1,3.1264065708,0.6895167964,0.3104832036,0,1,0.3104832036
26785,1.9576314678,0.9471516815,21.575359343,0.6716654072,0.3283345928,0,0.9471516815,0.3283345928
26933,0.1027194666,0.5333333333,0.0712936345,0.2352560857,0.7647439143,1,0.2893240676,1.7647439143
26969,0.3370887677,-1,3.9162217659,1.2583758808,0,0,,0
27006,0.1180219295,1,1.836550308,0.7127612349,0.2872387651,0.581724846,0.4095626668,0.8689636111
27385,0.1824533525,0.4,0.5920328542,0.1677983333,0.8322016667,1,0.2812649004,1.8322016667
27531,0.3427265172,0,9.3190965092,0.1625434283,0.8374565717,0,0,0.8374565717
27644,0.2597710601,0,3.9155646817,0.30776401,0.69223599,0,0,0.69223599
27659,0.1148003584,0.5555555556,2.9562217659,0.262606046,0.737393954,0.021889117,0.5428491718,0.759283071
27759,0.1211584002,0.9608785175,0.2289938398,0.686588586,0.313411414,1,0.3215357279,1.313411414
27883,0.1148003584,0,21.582587269,0.1625434283,0.8374565717,0,0,0.8374565717
28907,0.1115787872,0.6966369252,5.3874332649,0.4670749794,0.5329250206,0,0.6966369252,0.5329250206
29013,0.1413783204,1,0.2349075975,0.6786281819,0.3213718181,1,0.3502043347,1.3213718181
29455,0.9911601229,1,1.7261601643,0.6603655396,0.3396344604,0.6369199179,0.9942345312,0.9765543783
29628,0.2871544149,0.4453900709,1.0855030801,0.1884178562,0.8115821438,0.95724846,0.3597567504,1.7688306038
29683,0.1599023545,0.684740334,0.281889117,0.3643143831,0.6356856169,1,0.3638730634,1.6356856169
30031,0.2396362404,-0.2,0,0.3882718912,0.6117281088,1,0.1486827953,1.6117281088
31130,0.1405729276,0,0.8515811088,0.3112217942,0.6887782058,1,0.0832394255,1.6887782058
31902,0.0994978954,-0.8,0.1192607803,1.110873958,0,1,0.0994978954,1
31994,0.4071579402,0.5555555556,1.8973305955,0.248644108,0.751355892,0.5513347023,0.4927495789,1.3026905943
32023,0.2774897015,-0.266666667,0.2207802875,0.6131321755,0.3868678245,1,0.2000837402,1.3868678245
32037,0.1599023545,0,1.0763039014,0.3199675482,0.6800324518,0.9618480493,0.0936741545,1.6418805011
32289,0.1043302522,1,1.8066529774,0.7161936013,0.2838063987,0.5966735113,0.3930328139,0.88047991
32329,0.2176516463,0.3777777778,1.2537166324,0.1762576264,0.8237423736,0.8731416838,0.2953839339,1.6968840574
32331,0.0994978954,0,1.3690349076,0.1625434283,0.8374565717,0.8154825462,0.0490875896,1.6529391179
32363,0.0978871099,0,1.0079671458,0.1625434283,0.8374565717,0.9960164271,0.0531762232,1.8334729989
32965,0.2380254549,0,1.3223819302,0.332046097,0.667953903,0.8388090349,0.1325078399,1.5067629379
33009,0.2694357736,0.9276138183,3.8669404517,0.6020002666,0.3979997334,0,0.9276138183,0.3979997334
34760,0.20692513,0,4.6636550308,0.1625434283,0.8374565717,0,0,0.8374565717
35526,0.1550699978,0.5333333333,4.7073511294,0.2491634835,0.7508365165,0,0.5333333333,0.7508365165
36442,0.2350858318,0.2,0.7017659138,0.1970176253,0.8029823747,1,0.2194598862,1.8029823747
36647,0.1212435007,0.7785403798,9.7478439425,0.4667981032,0.5332018968,0,0.7785403798,0.5332018968
36703,1.3451672334,1,6.3809445585,0.6682005654,0.3317994346,0,1,0.3317994346
36934,0.116411144,0.684740334,3.24862423,0.4541374227,0.5458625773,0,0.684740334,0.5458625773
37042,0.1781171338,0,4.1051334702,0.1625434283,0.8374565717,0,0,0.8374565717
37197,0.1470160699,-0.133333333,0.9370020534,0.4403032898,0.5596967102,1,0.094259396,1.5596967102
38638,0.1897018876,0,2.19137577,0.2595479851,0.7404520149,0.404312115,0.0669996285,1.1447641299
38663,0.1172165368,0.3777777778,3.3511293634,0.1529169176,0.8470830824,0,0.3777777778,0.8470830824
39267,0.3089000202,0.3530084649,0,0.1339112591,0.8660887409,1,0.3293716229,1.8660887409
39282,0.2460793827,-0.333333333,0.8509240246,0.6471176475,0.3528823525,1,0.1818926696,1.3528823525
39572,0.127686643,0,5.0562628337,0.3199675482,0.6800324518,0,0,0.6800324518
39586,0.2259445631,0.1555555556,16.716221766,0.2172975335,0.7827024665,0,0.1555555556,0.7827024665
39593,0.5494525161,0.7785403798,0.4271047228,0.5662540991,0.4337459009,1,0.6187576292,1.4337459009
39704,0.332256411,0,5.947926078,0.1625434283,0.8374565717,0,0,0.8374565717
40453,0.1027194666,0,2.8448459959,0.3199675482,0.6800324518,0.0775770021,0.0105181743,0.7576094538
41513,0.0994978954,0,1.5405338809,0.1625434283,0.8374565717,0.7297330595,0.046329367,1.5671896313
42580,0.3773584071,0.3333333333,4.8019712526,0.1701781017,0.8298218983,0,0.3333333333,0.8298218983
42729,0.2154744568,0,2.0284188912,0.3158232347,0.6841767653,0.4857905544,0.0894687006,1.1699673197
42882,0.2291661342,0.2,2.3168788501,0.1834227118,0.8165772882,0.3415605749,0.2086017407,1.1581378632
43726,0.29440295,0,3.1392197125,0.3139020589,0.6860979411,0,0,0.6860979411
44096,0.2887652005,0.5333333333,1.3292813142,0.2450049069,0.7549950931,0.8353593429,0.4048699731,1.5903544361
44161,0.2315823126,0.6966369252,72.204353183,0.4569049163,0.5430950837,0,0.6966369252,0.5430950837
44212,0.1639293184,0.5333333333,1.6088706366,0.2438623242,0.7561376758,0.6955646817,0.3563381079,1.4517023575
44229,0.2597710601,0,4.114661191,0.3199675482,0.6800324518,0,0,0.6800324518
44288,0.1582915689,1,4.6692402464,0.6484011642,0.3515988358,0,1,0.3515988358
44506,0.7684186801,0.2740791581,1.0634907598,0.1342951137,0.8657048863,0.9682546201,0.5350699403,1.8339595064
45393,0.5023674462,0.2444444444,15.10275154,0.1826476073,0.8173523927,0,0.2444444444,0.8173523927
45542,0.180842567,0,14.419055441,0.1625434283,0.8374565717,0,0,0.8374565717
45556,0.2710465592,-0.466666667,2.9095687885,0.8006000574,0.1993999426,0.0452156057,0.0501012076,0.2446155483
45910,0.1075518233,0,0.392936345,0.3193289799,0.6806710201,1,0.0639933824,1.6806710201
45936,0.1897018876,0.8666666667,0,0.5648967381,0.4351032619,1,0.394948152,1.4351032619
45940,0.1405729276,0,2.2354004107,0.1625434283,0.8374565717,0.3822997947,0.0440587996,1.2197563664
46544,0.1365459637,0,1.4649691992,0.3204302385,0.6795697615,0.7675154004,0.0724222269,1.4470851619
46911,0.1333243925,1,3.4447638604,0.6346106201,0.3653893799,0,1,0.3653893799
47199,0.2517171323,0.8,2.333963039,0.501410954,0.498589046,0.3330184805,0.5804393038,0.8316075265
47362,0.482735997,0,24.110390144,0.3199675482,0.6800324518,0,0,0.6800324518
47370,0.0994978954,0,1.6469815195,0.1625434283,0.8374565717,0.6765092402,0.0444602151,1.513965812
48719,0.8476995326,0,3.6218480493,0.2740200505,0.7259799495,0,0,0.7259799495
50447,0.214669064,0.9787234043,1.9186858316,0.6393086342,0.3606913658,0.5406570842,0.5204196353,0.9013484499
51438,,0,999,0.1625434283,0.8374565717,0,0,0.8374565717
51572,0.3765530143,-1,4.7881724846,1.2387656833,0,0,,0
51850,0.1349351781,0,2.5015195072,0.3199675482,0.6800324518,0.2492402464,0.0361909664,0.9292726982
53137,0.1437944987,0,4.3065297741,0.3199675482,0.6800324518,0,0,0.6800324518
53196,0.1260758574,0,9.7103901437,0.1625434283,0.8374565717,0,0,0.8374565717
53469,0.1317291805,0,16.578234086,0.3199675482,0.6800324518,0,0,0.6800324518
53470,0.1019140738,0,3.130349076,0.3199675482,0.6800324518,0,0,0.6800324518
53477,0.1268812502,0,2.2731827515,0.3199675482,0.6800324518,0.3634086242,0.0441900761,1.043441076
54158,0.3644721225,0,5.0174948665,0.1625434283,0.8374565717,0,0,0.8374565717
54453,0.1043302522,0.3777777778,6.5849691992,0.1762576264,0.8237423736,0,0.3777777778,0.8237423736
54466,,0,999,0.3199675482,0.6800324518,0,0,0.6800324518
54508,0.3523912307,0.8,0,0.5146063187,0.4853936813,1,0.4986598402,1.4853936813
54544,0.1856749237,1,1.4455852156,0.6507744732,0.3492255268,0.7772073922,0.4381383407,1.126432919
54626,0.2372200621,1,1.0289938398,0.6578427825,0.3421572175,0.9855030801,0.4337994594,1.3276602976
54694,0.1413783204,0,13.949897331,0.3199675482,0.6800324518,0,0,0.6800324518
54860,0.2573548818,0.397712194,2.3536755647,0.148343772,0.851656228,0.3231622177,0.3591035218,1.1748184456
55467,0.3443373028,0,1.109486653,0.3416789913,0.6583210087,0.9452566735,0.2029755945,1.6035776822
55498,0.1268812502,0,0.4862422998,0.3349001666,0.6650998334,1,0.0762003861,1.6650998334
55959,0.1872857093,-0.111111111,1.2142915811,0.426090481,0.573909519,0.8928542094,0.1140052966,1.4667637284
55982,0.1236596791,0,4.4234907598,0.1625434283,0.8374565717,0,0,0.8374565717
56859,0.2468847755,0,2.4443531828,0.3033982247,0.6966017753,0.2778234086,0.0703905964,0.9744251839
57166,0.1212435007,0.6666666667,0.5125256674,0.3614427243,0.6385572757,1,0.3337987382,1.6385572757
57297,0.2694357736,0,2.4607802875,0.2987559132,0.7012440868,0.2696098563,0.0748233457,0.9708539431
57468,0.2444685972,0,14.068829569,0.1625434283,0.8374565717,0,0,0.8374565717
57618,0.1776209958,-0.088888889,1.1498973306,0.2627200738,0.7372799262,0.9250513347,0.0988422363,1.6623312609
57740,0.1019140738,0.5333333333,0.5204106776,0.248466074,0.751533926,1,0.2870239395,1.751533926
57754,0.1872857093,1,0.7359342916,0.631681672,0.368318328,1,0.4060488162,1.368318328
57874,0.2742681303,0.7128040875,2.0238193018,0.3956837781,0.6043162219,0.4880903491,0.5168649801,1.0924065709
58059,0.4748109344,0.8741096622,0.7704312115,0.5545619448,0.4454380552,1,0.5978621078,1.4454380552
58062,0.1188273223,0.2888888889,0.5854620123,0.1873571165,0.8126428835,1,0.1950692137,1.8126428835
58467,0.135252774,-0.306962556,1.2576591376,0.653613689,0.346386311,0.8711704312,0.0967743131,1.2175567422
59014,0.1365459637,0.6558682224,0.3863655031,0.2853673238,0.7146326762,1,0.3529915387,1.7146326762
59121,0.0986925026,0,0.0676796715,0.3199675482,0.6800324518,1,0.0587444026,1.6800324518
59709,0.1131895728,0.3777777778,0.2759753593,0.1618815615,0.8381184385,1,0.2338326438,1.8381184385
59855,0.7306658932,0.6966369252,35.95137577,0.537027705,0.462972295,0,0.6966369252,0.462972295
60193,0.0986925026,0,2.0297330595,0.3199675482,0.6800324518,0.4851334702,0.0410920328,1.165165922
60457,0.1059410377,0,0.6324435318,0.1625434283,0.8374565717,1,0.0576563492,1.8374565717
60611,1.0378377716,0,4.6304722793,0.3199675482,0.6800324518,0,0,0.6800324518
60666,0.2517171323,0.1555555556,1.9554825462,0.1919677752,0.8080322248,0.5222587269,0.1933076147,1.3302909517
60673,0.1115787872,0,0.6800821355,0.3199675482,0.6800324518,1,0.0664146619,1.6800324518
60680,0.2050043506,0.6666666667,0.7043942505,0.3716309019,0.6283690981,1,0.3831545829,1.6283690981
60794,0.1003032882,0,1.1840657084,0.1625434283,0.8374565717,0.9079671458,0.05217764,1.7454237175
60948,0.9647331721,0.8771448181,1.7741273101,0.5379935202,0.4620064798,0.612936345,0.9270880191,1.0749428248
61167,0.11238418,0,9.5070225873,0.1625434283,0.8374565717,0,0,0.8374565717
61224,0.1228542863,1,9.777412731,0.7052044215,0.2947955785,0,1,0.2947955785
61406,0.8994669779,-0.8,3.0751540041,1.0802416755,0,0,,0
61509,5.1479597255,-1,7.9480903491,1.2671185682,0,0,,0
62427,0.2696146851,0,0.9718275154,0.3043800699,0.6956199301,1,0.1590065559,1.6956199301
62430,0.2964571741,0,1.419301848,0.1625434283,0.8374565717,0.790349076,0.143938961,1.6278056477
62452,0.2460793827,0.7777777778,2.2488706366,0.4857252947,0.5142747053,0.3755646817,0.5533697088,0.889839387
62461,0.2154744568,0.3777777778,0.821026694,0.1717703103,0.8282296897,1,0.2890015579,1.8282296897
62465,0.2058097434,0.1333333333,1.064476386,0.2132605047,0.7867394953,0.967761807,0.173310449,1.7545013023
62787,0.2372200621,0.7777777778,1.3719917864,0.4840413302,0.5159586698,0.8140041068,0.4469292696,1.3299627766
62891,0.2396362404,1,3.3728131417,0.6691214587,0.3308785413,0,1,0.3308785413
62903,0.1687269117,-0.8,1.3995893224,1.0806946035,0,0.8002053388,0.1687269117,0.8002053388
62925,0.1913126732,0,2.3832443532,0.3008152189,0.6991847811,0.3083778234,0.0585537668,1.0075626045
63003,0.229971527,0,0.2710472279,0.2061837515,0.7938162485,1,0.1282023882,1.7938162485
63299,0.2549387034,-0.088888889,1.0947022587,0.4079617804,0.5920382196,0.9526488706,0.1572273565,1.5446870902
63320,0.3894392989,0.7777777778,0.5963039014,0.4898530202,0.5101469798,1,0.5206250078,1.5101469798
63360,0.4587030786,0.8666666667,1.9177002053,0.559495945,0.440504055,0.5411498973,0.6417712712,0.9816539523
63573,0.2264606299,0,3.3169609856,0.1625434283,0.8374565717,0,0,0.8374565717
63588,,-0.256691833,999,0.5742019306,0.4257980694,0,0,0.4257980694
63610,0.138962142,0,0.7004517454,0.3199675482,0.6800324518,1,0.082713963,1.6800324518
63657,0.2919867716,0,5.2474743326,0.1625434283,0.8374565717,0,0,0.8374565717
63693,0.2082259217,1,1.8135523614,0.6663359118,0.3336640882,0.5932238193,0.4932512994,0.9268879075
63719,0.1309082141,1,0.5381519507,0.6960159559,0.3039840441,1,0.3335104139,1.3039840441
63913,0.2352696135,0.8666666667,0.9695277207,0.5848457347,0.4151542653,1,0.4204983099,1.4151542653
64000,0.4873441994,0.3777777778,1.7126899384,0.1762576264,0.8237423736,0.6436550308,0.4258376818,1.4673974044
64015,,0,999,0.1625434283,0.8374565717,0,0,0.8374565717
64107,0.3201755192,0.9881034088,3.6402464066,0.6481099076,0.3518900924,0,0.9881034088,0.3518900924
64277,0.1139949656,1,0.2897741273,0.6765247681,0.3234752319,1,0.3305465693,1.3234752319
64314,0.1776209958,1,1.2813141684,0.6497051854,0.3502948146,0.8593429158,0.4157708927,1.2096377304
64365,0.2799058798,1,3.8035318275,0.700709364,0.299290636,0,1,0.299290636
64837,0.2533279178,0,1.5296919918,0.2944107333,0.7055892667,0.7351540041,0.1292631636,1.4407432708
65019,0.2919867716,0.230915885,0.7950718686,0.1293478358,0.8706521642,1,0.2635627275,1.8706521642
65268,0.1462106771,0.6941203386,8.076550308,0.3237230558,0.6762769442,0,0.6941203386,0.6762769442
65556,,0,999,0.1625434283,0.8374565717,0,0,0.8374565717
65562,0.1167539084,0.1832532601,1.5967145791,0.2162085448,0.7837914552,0.7016427105,0.1518423861,1.4854341657
65615,0.2133530682,0.6966369252,0.5956468172,0.5109456992,0.4890543008,1,0.3720793474,1.4890543008
65660,0.2090313145,0,0.7763449692,0.3139113893,0.6860886107,1,0.1239740979,1.6860886107
65813,0.116411144,1,3.2013141684,0.7049270585,0.2950729415,0,1,0.2950729415
65834,0.1051356449,0.6966369252,8.1379876797,0.537027705,0.462972295,0,0.6966369252,0.462972295
66008,0.1510430338,1,0.4182340862,0.6539520311,0.3460479689,1,0.3692966479,1.3460479689
66251,0.2154744568,-0.622222222,0.7727310062,0.9252788666,0.0747211334,1,0.2004933653,1.0747211334
66275,0.2017827794,1,0.2135523614,0.6630414109,0.3369585891,1,0.4029604005,1.3369585891
66718,0.2501063467,0.8182871959,1.2484599589,0.4897362032,0.5102637968,0.8757700205,0.4592802599,1.3860338173
66741,0.2782950942,0.8666666667,1.7002053388,0.5526458326,0.4473541674,0.6498973306,0.5181767215,1.097251498
66974,0.1663454968,0.4898345154,1.1019301848,0.2031956001,0.7968043999,0.9490349076,0.3139865037,1.7458393075
67288,0.5269167221,0.9935941432,0.6288295688,0.5944877994,0.4055122006,1,0.6615604398,1.4055122006
67299,0.6627108768,0,0.740862423,0.2627038862,0.7372961138,1,0.3814610943,1.7372961138
67397,0.180842567,0.8991077557,1.4692402464,0.5886928823,0.4113071177,0.7653798768,0.4319098312,1.1766869945
68099,0.1816479598,0,3.6911704312,0.3199675482,0.6800324518,0,0,0.6800324518
68305,0.3502318318,0,2.6266940452,0.317281782,0.682718218,0.1866529774,0.0751943641,0.8693711954
68403,0.2041989578,-0.466666667,1.7915400411,0.7716129212,0.2283870788,0.6042299795,0.1481871298,0.8326170583
68735,0.2097715357,0.3777777778,0.845338809,0.1722369733,0.8277630267,1,0.2858587272,1.8277630267
68765,0.2219175991,0.9176389842,0.8657084189,0.5865967261,0.4134032739,1,0.4254076459,1.4134032739
68974,0.2549387034,1,2.5757700205,0.6587835745,0.3412164255,0.2121149897,0.714386957,0.5533314152
69894,0.6513850407,0,2.4942915811,0.2797118334,0.7202881666,0.2528542094,0.1692511328,0.973142376
70095,0.2009773866,0,1.7800410678,0.3230107284,0.6769892716,0.6099794661,0.0952564545,1.2869687377
70128,0.7004057246,0,3.1983572895,0.1625434283,0.8374565717,0,0,0.8374565717
70279,0.1445998915,0,9.8276796715,0.3199675482,0.6800324518,0,0,0.6800324518
70609,0.1373513564,0.5333333333,0.8377823409,0.2352560857,0.7647439143,1,0.3089483822,1.7647439143
71010,0.1317136069,0.8666666667,0.226036961,0.559495945,0.440504055,1,0.3564611888,1.440504055
71366,0.6174075325,1,1.8930595483,0.7130960344,0.2869039656,0.5534702259,0.7480246995,0.8403741915
71384,0.1341297853,0.684740334,31.752279261,0.5235253172,0.4764746828,0,0.684740334,0.4764746828
71812,0.1268812502,-0.222222222,0.4254620123,0.4635686028,0.5364313972,1,0.0825817869,1.5364313972
72190,0.2560915854,0,4.2815605749,0.1625434283,0.8374565717,0,0,0.8374565717
72265,0.127686643,-1,0.5118685832,1.24148716,0,1,0.127686643,1
73246,0.2041989578,-1,1.398275154,1.2280666697,0,0.800862423,0.2041989578,0.800862423
74073,0.1647347112,-0.666666667,0.3311704312,0.9809676736,0.0190323264,1,0.1616579837,1.0190323264
74240,0.1494322483,0,1.1104722793,0.3181764155,0.6818235845,0.9447638604,0.0867940965,1.6265874448
74333,0.1220488935,0.8862960421,0.3564681725,0.5521974043,0.4478025957,1,0.3584290864,1.4478025957
74680,0.2670195952,0.8444444444,3.1195071869,0.5465211032,0.4534788968,0,0.8444444444,0.4534788968
74821,0.1325189997,-1,5.8546201232,1.24148716,0,0,,0
74860,0.0994978954,0,0.1034907598,0.1625434283,0.8374565717,1,0.0541497943,1.8374565717
75193,0.2855436293,-0.111111111,1.7682135524,0.4041527491,0.5958472509,0.6158932238,0.1451337065,1.2117404747
75635,0.3298402326,0.8394417753,3.1333059548,0.5189038608,0.4810961392,0,0.8394417753,0.4810961392
